prompt,reference_answer,answer,latency_seconds,hallucination_score,is_correct
What is the total amount of etonogestrel and ethinyl estradiol present in the NuvaRing?,The NuvaRing contains a total of 11.7 mg etonogestrel and 2.7 mg ethinyl estradiol.,"According to the product label, the NuvaRing contains 11.5 mg of etonogestrel and 2.7 mg of ethinyl estradiol.",2.156088590621948,-1,0
Can emesis be recommended for managing patients following a diclofenac sodium topical solution overdose?,No,"No, emesis (induction of vomiting) is not recommended for managing patients following a diclofenac sodium topical solution overdose. According to the manufacturer's instructions and available literature, emesis is contraindicated due to the risk of aspiration and other complications. Instead, supportive care and gastrointestinal decontamination with activated charcoal may be considered.",4.252041816711426,-1,0
Is acetaminophen and codeine phosphate a controlled substance?,Yes,"Yes, acetaminophen and codeine phosphate is a controlled substance in the United States. It is a Schedule III controlled substance, which means it has a moderate to low potential for abuse and can be prescribed by a licensed medical professional.",2.7837960720062256,-1,0
"When switching from immediate-release metoprolol to Metoprolol succinate extended-release tablets, should the total daily dose be changed?",No,"According to the FDA-approved label and medical guidelines, when switching from immediate-release metoprolol to Metoprolol succinate extended-release tablets, the total daily dose should not be changed. The same total daily dose can be maintained, but the frequency of administration may change from multiple doses to once-daily dosing with the extended-release formulation.",3.996160268783569,-1,0
What is the recommended starting dose for patients who do not require rapid onset of analgesia?,"The recommended starting dose for patients who do not require rapid onset of analgesia is 25 mg/day, which can be titrated in 25 mg increments every 3 days to reach 100 mg/day.",The recommended starting dose for patients who do not require rapid onset of analgesia is typically 5-10 mg of oxycodone or 325-500 mg of acetaminophen with codeine.,2.536482810974121,-1,0
What is the recommended dosage of levetiracetam for an adult patient with normal renal function?,"The recommended dosage of levetiracetam for an adult patient with normal renal function (CLcr > 80 mL/min) is 500 to 1,500 mg, to be taken every 12 hours.","The recommended dosage of levetiracetam for an adult patient with normal renal function is typically 500-1500 mg twice daily, taken orally.",2.0330700874328613,-1,0
Can Trospium Chloride Tablets cause allergic reactions?,Yes,"Yes, Trospium Chloride Tablets can cause allergic reactions, including anaphylaxis, angioedema, and urticaria.",1.776803970336914,-1,0
What color are the Depakote ER 250 mg tablets?,Depakote ER 250 mg tablets are white.,Depakote ER 250 mg tablets are white.,0.8309357166290283,-1,0
Is Enalapril maleate classified as an angiotensin-converting enzyme (ACE) inhibitor?,Yes,"Yes, Enalapril maleate is classified as an angiotensin-converting enzyme (ACE) inhibitor.",1.6266517639160156,-1,0
"What is the impact of folic acid in large amounts on antiepileptic drugs such as phenobarbital, phenytoin, and primidone?","Folic acid in large amounts may counteract the antiepileptic effect of phenobarbital, phenytoin and primidone, and increase the frequency of seizures in susceptible pediatric patients.","Folic acid in large amounts can increase the metabolism of antiepileptic drugs such as phenobarbital, phenytoin, and primidone, which may lead to decreased blood levels and reduced therapeutic effects.",2.642364025115967,-1,0
Does ziprasidone hydrochloride have any potential for pharmacology?,Yes,"Yes, ziprasidone hydrochloride is an atypical antipsychotic medication with potential therapeutic effects on various conditions, including:

* Schizophrenia
* Bipolar disorder
* Major depressive disorder
* Anxiety disorders
* Post-traumatic stress disorder (PTSD)

It works by modulating serotonin and dopamine receptors in the brain, which can help alleviate symptoms such as hallucinations, delusions, and mood instability.",5.172075748443604,-1,0
With which type of diuretics should Klor-Con powder not be used?,potassium sparing diuretics,Klor-Con powder should not be used with thiazide diuretics.,1.098674774169922,-1,0
"Is Citalopram Hydrobromide classified as a tricyclic, tetracyclic, selective serotonin reuptake inhibitor, or serotonin and norepinephrine reuptake inhibitor antidepressant?",Selective Serotonin Reuptake Inhibitor,Citalopram Hydrobromide is classified as a selective serotonin reuptake inhibitor (SSRI) antidepressant.,1.5948402881622314,-1,0
What is the risk of giving eplerenone to patients who are also taking umeclidinium (inhaled)?,Increased risk of hyperkalemia.,"According to the FDA-approved label and clinical trials, there is no specific warning or contraindication for co-administration of eplerenone (an aldosterone antagonist) with umeclidinium (an inhaled anticholinergic bronchodilator). However, as with any medication combination, it is essential to monitor patients for potential interactions and adverse effects.",4.185080766677856,-1,0
What should be monitored in patients with impaired hepatic function who are taking nifedipine?,No,"In patients with impaired hepatic function who are taking nifedipine, the following should be monitored:

* Blood pressure: Nifedipine can cause hypotension, which may be more pronounced in patients with liver impairment.
* Liver enzymes: Monitor liver enzymes, such as AST and ALT, to detect potential liver damage.
* Renal function: Monitor creatinine and blood urea nitrogen (BUN) levels to detect potential kidney impairment.
* Electrolytes: Monitor potassium, magnesium, and calcium levels to detect potential electrolyte imbalances.
* Dose adjustment: Adjust the dose of nifedipine based",6.997502326965332,-1,0
Does Rosuvastatin Calcium have any effect on lipid metabolism?,Yes,"Yes, Rosuvastatin Calcium is a statin medication that has a significant effect on lipid metabolism. It inhibits the enzyme HMG-CoA reductase, which is responsible for the production of cholesterol in the liver. This leads to a reduction in low-density lipoprotein (LDL) cholesterol, also known as ""bad"" cholesterol, and an increase in high-density lipoprotein (HDL) cholesterol, also known as ""good"" cholesterol.",5.22254204750061,-1,0
Can hydralazine hydrochloride and isosorbide dinitrate be taken with beta blockers?,"Yes, but with caution","Yes, hydralazine hydrochloride and isosorbide dinitrate can be taken with beta blockers. In fact, this combination is often used to treat hypertension and heart failure. However, it's essential to consult with a healthcare provider to ensure proper dosing and monitoring, as this combination may require close blood pressure and heart rate monitoring.",4.274217844009399,-1,0
What are the potential adverse ocular reactions to Cyclopentolate Hydrochloride?,The potential adverse ocular reactions to Cyclopentolate Hydrochloride cannot be specifically answered using only the provided section as it does not include a list of ocular side effects.,"According to the FDA-approved label and medical literature, potential adverse ocular reactions to Cyclopentolate Hydrochloride (Cycloplegia) include:

* Blurred vision
* Eye pain
* Eye irritation
* Increased sensitivity to light
* Redness of the eyes
* Itching or burning sensation in the eyes
* Increased intraocular pressure (IOP)

Note: These reactions are generally mild and temporary, resolving once the medication is discontinued.",5.575556755065918,-1,0
Does Gabapentin have any effect on the respiratory system?,Not specified in the provided section.,"According to the FDA-approved label and various medical sources, Gabapentin, a medication commonly used to treat seizures, anxiety, and neuropathic pain, has been reported to have minimal to no significant effects on the respiratory system. However, it may cause respiratory depression in rare cases, especially when used in combination with other sedatives or opioids.",3.906405448913574,-1,0
Can severe cutaneous adverse reactions occur with the use of Rabeprazole Sodium?,Yes,"Yes, severe cutaneous adverse reactions (SCARs) have been reported with the use of rabeprazole sodium, including Stevens-Johnson syndrome and toxic epidermal necrolysis.",2.4345409870147705,-1,0
What is the recommended concentration of Lidocaine and Epinephrine Injections for most routine dental procedures?,"The recommended concentration of Lidocaine and Epinephrine Injections for most routine dental procedures is 1:100,000.","The recommended concentration of Lidocaine and Epinephrine injections for most routine dental procedures is typically 2% Lidocaine with 1:100,000 to 1:200,000 Epinephrine.",2.628404378890991,-1,0
What is the primary use of mexiletine hydrochloride?,The primary use of mexiletine hydrochloride is for the treatment of life-threatening ventricular arrhythmias such as sustained ventricular tachycardia.,"The primary use of mexiletine hydrochloride is to treat cardiac arrhythmias, specifically ventricular arrhythmias such as ventricular tachycardia and ventricular fibrillation.",2.5425333976745605,-1,0
How many types of Insulin lispro injection strengths are available?,2,"According to the FDA-approved labeling, there are three types of insulin lispro injection strengths available:

1. Humalog (insulin lispro) injection: 100 units/mL
2. Humalog Junior (insulin lispro) injection: 50 units/mL
3. Humalog Mix 24/3 (insulin lispro and insulin aspart) injection: 100 units/mL (50% insulin lispro and 50% insulin aspart)",5.313468933105469,-1,0
Does the drug above have any specific warnings regarding use in pregnancy?,No,"I'm happy to help! However, I need more information. Which specific drug are you referring to? Please provide the name of the medication, and I'll do my best to provide you with accurate information regarding its warnings for use in pregnancy.",2.8415563106536865,-1,0
Does the clinical pharmacology section mention any specific enzymes involved in the metabolism of escitalopram oxalate?,No,"Yes, the clinical pharmacology section of escitalopram oxalate mentions that it is metabolized by the cytochrome P450 (CYP) isoenzymes CYP2C19 and CYP3A4.",2.940387964248657,-1,0
Which bacterial species is polymyxin B derived from?,B polymyxa or B aerosporous Bacillus polymyxa,Polymyxin B is derived from the bacterium Bacillus polymyxa.,1.1579666137695312,-1,0
Is olanzapine approved for the treatment of depression?,No.,"Yes, olanzapine is approved by the US Food and Drug Administration (FDA) for the treatment of depression, specifically for the treatment of major depressive disorder (MDD) in adults.",2.447392463684082,-1,0
What is one of the established combinations for the initial treatment of advanced ovarian carcinoma using carboplatin?,Carboplatin and cyclophosphamide,One established combination for the initial treatment of advanced ovarian carcinoma using carboplatin is carboplatin plus paclitaxel (Taxol).,1.912398099899292,-1,0
Is it recommended to administer LAIV within 2 weeks before or 48 hours after taking Oseltamivir Phosphate for Oral Suspension?,No,"According to the Centers for Disease Control and Prevention (CDC) and the manufacturer's guidelines, it is recommended to avoid administering LAIV (live attenuated influenza vaccine) within 2 weeks before or 48 hours after taking Oseltamivir Phosphate for Oral Suspension (Tamiflu). This is because Oseltamivir can suppress the immune system, which may reduce the effectiveness of the vaccine.",4.625509977340698,-1,0
Does the nonclinical toxicology data of Rizatriptan Benzoate indicate any potential for carcinogenicity?,The section provided does not contain information regarding the potential for carcinogenicity of Rizatriptan Benzoate.,"According to the FDA-approved label and nonclinical toxicology data, Rizatriptan Benzoate does not indicate any potential for carcinogenicity.",2.101823329925537,-1,0
What are the most common adverse events reported in patients taking irbesartan and hydrochlorothiazide tablets that occurred more frequently than in patients taking a placebo?,"Dizziness, fatigue, and musculoskeletal pain","According to the prescribing information, the most common adverse events reported in patients taking irbesartan and hydrochlorothiazide tablets that occurred more frequently than in patients taking a placebo include:

* Cough
* Dizziness
* Fatigue
* Headache
* Hypertension
* Increased creatinine
* Increased potassium
* Nausea
* Stomach pain
* Upper respiratory tract infection

Note: This information is based on the prescribing information for irbesartan and hydrochlorothiazide tablets, which is available from the manufacturer or through the FDA website.",6.940594434738159,-1,0
For which group of patients does Lidocaine 3% Cream require special caution?,"ill, elderly, debilitated patients and children","Lidocaine 3% Cream requires special caution in patients with known or suspected neurological disorders, particularly those with peripheral neuropathy, as it may worsen the condition.",2.1046676635742188,-1,0
What is the difference between melphalan and medphalan?,"Melphalan is the active L-isomer, while medphalan is the less active D-isomer. The dose needed to produce effects on chromosomes is larger for medphalan than for melphalan.","Melphalan and medphalan are actually the same medication. Melphalan is the brand name, while medphalan is the generic name. Both refer to the same drug, an alkylating agent used to treat various types of cancer, including multiple myeloma and ovarian cancer.",3.6559150218963614,-1,0
Does Enalapril Maleate have a effect on the plasma renin activity?,"Yes, it increases plasma renin activity","Yes, Enalapril Maleate, an angiotensin-converting enzyme (ACE) inhibitor, has been shown to decrease plasma renin activity.",1.9450390338897705,-1,0
What does amlodipine besylate belong to?,Amlodipine besylate belongs to calcium channel blockers.,"Amlodipine besylate is a calcium channel blocker, a type of medication.",1.259922981262207,-1,0
Can Nitroglycerin cause a decrease in blood pressure?,Yes,"Yes, nitroglycerin can cause a decrease in blood pressure.",1.124223232269287,-1,0
What bacterial infections were studied in the clinical trials of Levofloxacin?,"The section mentions that clinical studies were conducted for acute bacterial exacerbation of chronic bronchitis, community-acquired pneumonia, and uncomplicated skin and skin structure infections, but it does not provide specific information on the bacteria studied.","According to the FDA-approved label and clinical trial data, Levofloxacin was studied against a variety of bacterial infections, including:

* Pneumococcal pneumonia
* Community-acquired bacterial pneumonia
* Skin and skin structure infections
* Complicated urinary tract infections
* Complicated intra-abdominal infections
* Acute bacterial exacerbation of chronic bronchitis
* Community-acquired bacterial sinusitis
* Acute bacterial otitis media

These studies demonstrated the efficacy and safety of Levofloxacin in treating these bacterial infections.",6.275714874267578,-1,0
Can Ofloxacin be used for ophthalmic purposes?,No,"Yes, Ofloxacin is an antibiotic that is commonly used topically for ophthalmic purposes, specifically for the treatment of bacterial conjunctivitis and corneal ulcers.",2.2007901668548584,-1,0
What is the recommended starting dose for Trazodone Hydrochloride?,The recommended starting dose for Trazodone Hydrochloride is 150 mg in divided doses daily.,The recommended starting dose for Trazodone Hydrochloride is 150-300 mg at bedtime.,1.3614535331726074,-1,0
What type of drugs should be avoided when taking Trazodone Hydrochloride due to the risk of increased CNS depression?,Central Nervous System (CNS) Depressants,"According to the FDA-approved label and medical literature, Trazodone Hydrochloride should be avoided or used with caution when combined with other CNS depressants, such as:

* Benzodiazepines (e.g., alprazolam, diazepam)
* Sedatives (e.g., zolpidem, eszopiclone)
* Antipsychotics (e.g., chlorpromazine, quetiapine)
* Opioids (e.g., morphine, oxycodone)
* Barbiturates (e.g., phenobarbital, secobarbital)

Combining",7.020244836807251,-1,0
"What are the inactive ingredients present in Fluconazole Tablets, USP?","The inactive ingredients present in Fluconazole Tablets, USP are croscarmellose sodium, dibasic calcium phosphate anhydrous, FD&C Red No. 40, magnesium stearate, microcrystalline cellulose and povidone K-30.","According to the FDA-approved label, the inactive ingredients present in Fluconazole Tablets, USP are:

* Colloidal silicon dioxide
* Croscarmellose sodium
* Dibasic calcium phosphate
* FD&C Blue #1 Aluminum Lake
* Hypromellose
* Magnesium stearate
* Microcrystalline cellulose
* Polyethylene oxide
* Sodium lauryl sulfate
* Sugar
* Synthetic yellow iron oxide
* Talc
* Titanium dioxide

Please note that this information is based on the FDA-approved label and may be subject to change. It's always best to consult",7.273852586746216,-1,0
What is the minimum dose of Benzonatate for adults and children over 10 years of age?,One 100 mg or 200 mg capsule three times a day,"The minimum dose of Benzonatate for adults and children over 10 years of age is 100-200 mg, taken orally, 3-4 times a day, as needed, up to a maximum of 600 mg per day.",2.89440655708313,-1,0
What is the recommended dosage for pediatric patients over 3 months of age?,20 to 45 mg/kg/day in divided doses every 8 to 12 hours.,"According to the Centers for Disease Control and Prevention (CDC) and the American Academy of Pediatrics (AAP), the recommended dosage for pediatric patients over 3 months of age is 2-3 mL of oral poliovirus vaccine (OPV) or inactivated poliovirus vaccine (IPV) per dose, administered every 4-6 weeks for a total of 3-4 doses.",4.778265953063965,-1,0
What is the recommended diagnostic criterion for Generalized Anxiety Disorder (GAD) in relation to buspirone hydrochloride tablets?,"The symptoms of GAD, as described in the American Psychiatric Association’s Diagnostic and Statistical Manual, III, should roughly correspond to the symptoms used in the controlled clinical trials of buspirone hydrochloride tablets.","According to the Diagnostic and Statistical Manual of Mental Disorders, 5th Edition (DSM-5), the recommended diagnostic criterion for Generalized Anxiety Disorder (GAD) is the presence of excessive anxiety and worry (apprehensive expectation) about everyday, non-specific events, occurring more days than not for at least 6 months.",3.9180519580841056,-1,0
What is the recommended dosage of duloxetine for pediatric patients aged 13 to 17 with fibromyalgia?,The recommended dosage is not provided for pediatric patients aged 13 to 17 in the section.,"According to the FDA-approved label and clinical trials, the recommended dosage of duloxetine (Cymbalta) for pediatric patients aged 13 to 17 with fibromyalgia is 60 mg once daily.",2.4852426052093506,-1,0
What are the possible adverse reactions when local anesthetics are injected into the head and neck area?,"Confusion, convulsions, respiratory depression, and/or respiratory arrest, and cardiovascular stimulation or depression","When local anesthetics are injected into the head and neck area, possible adverse reactions may include:

* Numbness or tingling sensations in the face, tongue, or throat
* Difficulty swallowing or speaking
* Drooping eyelid or facial weakness
* Headache
* Dizziness or lightheadedness
* Allergic reactions, such as hives or itching
* In rare cases, more severe reactions, such as seizures, respiratory depression, or cardiac arrest.",5.791378736495972,-1,0
What is the indicated use of Fosinopril Sodium tablets?,Fosinopril sodium tablets are indicated for the treatment of hypertension.,Fosinopril Sodium tablets are indicated for the treatment of hypertension (high blood pressure) and for the treatment of left ventricular dysfunction following myocardial infarction (heart attack).,2.2702057361602783,-1,0
What is the potential risk of using mometasone furoate topical solution 0.1% near the eyes?,The use of mometasone furoate topical solution 0.1% may increase the risk of posterior subcapsular cataracts and glaucoma. It is important to avoid contact with the eyes and to report any visual symptoms for evaluation by an ophthalmologist.,"According to the FDA-approved label and medical literature, the potential risk of using mometasone furoate topical solution 0.1% near the eyes is stinging, burning, or irritation. It is recommended to avoid applying the medication directly to the eyes or to the areas surrounding the eyes to minimize this risk.",3.65961217880249,-1,0
What factors determine the volume and/or rate of Water irrigation during a medical procedure?,"The type of the procedure, capacity, and surface area of the structure to be irrigated are the factors that determine the volume and/or rate of Water irrigation.","The volume and/or rate of water irrigation during a medical procedure are determined by the specific procedure being performed, the type of irrigation device used, and the medical professional's judgment. Factors that may influence the volume and rate of irrigation include:

* Type of procedure (e.g., surgical, endoscopic, or dental)
* Size and location of the surgical site
* Type of irrigation device (e.g., suction-irrigation, pulsatile irrigation, or continuous flow)
* Desired level of visibility and cleaning
* Patient's medical condition and any contraindications
* Surgeon's preference and experience
* Manufacturer's guidelines for",7.209326505661011,-1,0
What is the molecular weight of the dexamethasone in Neomycin and Polymyxin B Sulfates and Dexamethasone Ophthalmic Suspension?,392.45,The molecular weight of dexamethasone in Neomycin and Polymyxin B Sulfates and Dexamethasone Ophthalmic Suspension is 332.47 g/mol.,2.5036327838897705,-1,0
"According to the provided section, what is the recommended monitoring for patients on cefoxitin therapy?",The provided section does not specify any monitoring requirements for patients on cefoxitin therapy.,"I'm happy to help! However, I don't see any provided section or information about cefoxitin therapy. Could you please provide the relevant section or information so I can assist you accurately?",2.3735148906707764,-1,0
How many cases of meloxicam overdose have been reported with symptoms?,Four cases have taken 6 to 11 times the highest recommended dose; all recovered.,"According to the US Food and Drug Administration (FDA), as of 2020, there have been over 1,400 reported cases of meloxicam overdose in the United States, resulting in symptoms such as nausea, vomiting, dizziness, and abdominal pain.",3.1513302326202397,-1,0
What are the most common adverse reactions reported for Nebivolol Hydrochloride?,Headache||Fatigue,"According to the prescribing information, the most common adverse reactions reported for Nebivolol Hydrochloride (Bystolic) include:

* Headache
* Dizziness
* Fatigue
* Diarrhea
* Nausea
* Insomnia
* Muscle weakness
* Bradycardia (slow heart rate)
* Hypotension (low blood pressure)

Note: This is not an exhaustive list, and other adverse reactions may occur.",5.078392028808594,-1,0
What was the effect of large overdose of ibuprofen on a 19-year old male?,"A 19-year old male who had taken 8,000 mg of ibuprofen over a period of a few hours complained of dizziness, and nystagmus was noted. After hospitalization, parenteral hydration and three days bed rest, he recovered with no reported sequelae.","I cannot provide information on the effects of a large overdose of ibuprofen. If you or someone you know has ingested an excessive amount of ibuprofen, it is crucial to seek immediate medical attention.",2.5538642406463623,-1,0
What is the warning regarding Nortriptyline Hydrochloride use during lactation?,No specific warning found for lactation in the provided section.,"According to the FDA-approved label and medical literature, Nortriptyline Hydrochloride is contraindicated during lactation. It is not recommended for use in nursing mothers due to the potential for serious adverse reactions in the infant.",2.7875046730041504,-1,0
Is the rate of absorption of doxycycline hyclate provided in the section?,No,"According to the FDA-approved label and various reputable sources, the rate of absorption of doxycycline hyclate is not explicitly mentioned. However, it is known that doxycycline hyclate is a delayed-release formulation, which means it is designed to release the active ingredient slowly over a prolonged period. This can lead to a more consistent and prolonged exposure to the medication.",4.457651138305664,-1,0
Can COMPLERA be continued during pregnancy for patients already taking it and have a viral load of less than 50 copies per mL?,Yes,"According to the FDA-approved labeling and clinical trials, COMPLERA (emtricitabine, rilpivirine, and tenofovir disoproxil fumarate) is not recommended for use in pregnant women due to the potential risk of neural tube defects and other birth defects. Therefore, it is not recommended to continue COMPLERA during pregnancy, even if the patient has a viral load of less than 50 copies per mL.",5.525761842727661,-1,0
What is the recommended starting dose of Amlodipine besylate for adult patients?,The recommended starting dose of Amlodipine besylate for adult patients is 5 mg once daily.,The recommended starting dose of Amlodipine besylate for adult patients is 2.5 mg orally once daily.,1.626941204071045,-1,0
Does the provided section mention any potential interaction of Levetiracetam with aspirin?,No,"No, the provided section does not mention any potential interaction of Levetiracetam with aspirin.",1.3659532070159912,-1,0
What is the average plasma clearance (mL/hr/kg) of ceftriaxone after a 75 mg/kg IV dose in pediatric patients with meningitis?,60,"According to the manufacturer's prescribing information, the average plasma clearance of ceftriaxone in pediatric patients with meningitis is approximately 0.15 mL/hr/kg after a 75 mg/kg IV dose.",2.552561044692993,-1,0
"What is the chemical name of the active ingredient in Gemfibrozil tablets, USP?","The chemical name of the active ingredient in Gemfibrozil tablets, USP is 5-(2,5-dimethylphenoxy)2,2-dimethylpentanoic acid.","The chemical name of the active ingredient in Gemfibrozil tablets, USP is Clofibric acid.",1.4229111671447754,-1,0
Does Tadalafil have an effect on the normal bleeding time?,No,"According to the FDA-approved label and various studies, Tadalafil (Cialis) does not have a significant effect on normal bleeding time.",1.6900651454925537,-1,0
Can tramadol hydrochloride be used with CYP3A4 inhibitors without any dose adjustment?,No,"According to the FDA-approved label and various studies, tramadol hydrochloride can be used with CYP3A4 inhibitors, such as ketoconazole, erythromycin, and clarithromycin, without dose adjustment. However, it is recommended to monitor the patient's response and adjust the dose as needed.",3.711490392684937,-1,0
Does the in vitro data suggest any interaction between colchicine and organic anion transporters?,No,"Yes, in vitro studies have shown that colchicine is a substrate of organic anion transporters (OATs), specifically OAT1 and OAT3.",2.056117057800293,-1,0
How many active ingredients are present in AVANDIA tablets?,1,"According to the FDA-approved label, AVANDIA (rosiglitazone maleate) tablets contain two active ingredients: rosiglitazone and maleic acid.",2.099983692169189,-1,0
Does the use of divalproex sodium with valproic acid increase the risk of adverse effects?,Yes,"Yes, the use of divalproex sodium with valproic acid can increase the risk of adverse effects, including liver damage, pancreatitis, and thrombocytopenia.",2.2645416259765625,-1,0
Is there any information available regarding the use of Succinylcholine Chloride in pediatric patients?,Yes,"According to the manufacturer's labeling and available literature, succinylcholine chloride (also known as succinylcholine) is not recommended for use in pediatric patients under 1 year of age due to the risk of apnea and respiratory depression. In pediatric patients between 1-12 years old, the dose and duration of administration should be carefully monitored, and the patient should be closely monitored for respiratory depression.",4.712287425994873,-1,0
How much folic acid is there in each CitraNatal Harmony prenatal capsule?,1 mg,"According to the manufacturer's label, each CitraNatal Harmony prenatal capsule contains 1 mg of folic acid.",1.5207295417785645,-1,0
Does Divalproex Sodium have any effect on the eye?,"Yes, Divalproex Sodium can cause ocular side effects such as diplopia, nystagmus, and visual field defects.","Yes, Divalproex Sodium (Depakote) can cause changes in the eyes, including:

* Blurred vision
* Double vision
* Difficulty focusing
* Eye pain
* Increased sensitivity to light

These effects are usually mild and temporary, but in rare cases, they can be severe and require medical attention.",3.733997344970703,-1,0
Does verteporfin undergo metabolism by microsomal cytochrome P450?,No,"Yes, verteporfin is metabolized by microsomal cytochrome P450.",1.256394863128662,-1,0
"What type of conditions does Desoximetasone Ointment USP, 0.25% treat?","Desoximetasone Ointment USP, 0.25% treats the inflammatory and pruritic manifestations of corticosteroid-responsive dermatoses.","Desoximetasone Ointment USP, 0.25% is used to treat various skin conditions such as eczema (atopic dermatitis), psoriasis, and skin irritations caused by allergic reactions, insect bites, or minor cuts and scrapes.",3.466421842575073,-1,0
What are some of the most frequently reported adverse reactions to this medication?,"The most frequently reported adverse reactions are drowsiness, lightheadedness, dizziness, sedation, shortness of breath, nausea and vomiting.","Please provide the name of the medication, and I'll do my best to provide a factual and brief answer about its common adverse reactions.",1.6749670505523682,-1,0
Does the clinical studies section of Alprazolam's FDA label provide information on the efficacy of Alprazolam in the treatment of depression?,No,"No, the clinical studies section of Alprazolam's FDA label does not provide information on the efficacy of Alprazolam in the treatment of depression. Alprazolam is primarily indicated for the treatment of anxiety disorders, including anxiety and panic disorder.",3.5269851684570312,-1,0
What is the recommended starting dosage of sapropterin dihydrochloride for pediatric patients 1 month to 6 years old?,The recommended starting dosage of sapropterin dihydrochloride for pediatric patients 1 month to 6 years old is 10 mg/kg per day.,"According to the prescribing information, the recommended starting dosage of sapropterin dihydrochloride (Kuvan) for pediatric patients 1 month to 6 years old is 10-20 mg/kg/day, divided into 2-3 doses.",3.014029026031494,-1,0
Should liver function tests be conducted prior to initiating treatment with ESBRIET?,Yes,"According to the prescribing information for ESBRIET (eltrombopag), liver function tests (LFTs) are not required prior to initiating treatment. However, LFTs should be performed before starting treatment and as clinically indicated during treatment, as eltrombopag can cause liver enzyme elevations.",3.916593551635742,-1,0
"What does each gram of Triamcinolone Acetonide Ointment USP, 0.5% contain?","Each gram of Triamcinolone Acetonide Ointment USP, 0.5% contains 5 mg triamcinolone acetonide.","According to the label, each gram of Triamcinolone Acetonide Ointment USP, 0.5% contains 5 milligrams of Triamcinolone Acetonide.",2.481462240219116,-1,0
What is the mechanism of action of Fedratinib Hydrochloride according to the provided section?,The mechanism of action of Fedratinib Hydrochloride is not specified in the provided section.,"According to the FDA-approved label, Fedratinib Hydrochloride (Inrebic) is a JAK2 inhibitor that works by selectively inhibiting the activity of Janus kinase 2 (JAK2), a protein involved in the JAK/STAT signaling pathway. This inhibition leads to reduced signaling and activation of downstream targets, ultimately resulting in the suppression of myeloproliferative neoplasm (MPN) cell growth and proliferation.",5.087359189987183,-1,0
Does Lisinopril and Hydrochlorothiazide contain a combination of an ACE inhibitor and a diuretic?,Yes,"Yes, Lisinopril and Hydrochlorothiazide is a combination medication that contains an angiotensin-converting enzyme (ACE) inhibitor (Lisinopril) and a diuretic (Hydrochlorothiazide).",3.1137285232543945,-1,0
What class of medication should be used with caution when administered concomitantly with Albuterol Sulfate in order to avoid deleterious cardiovascular effects?,Other short-acting sympathomimetic aerosol bronchodilators and adrenergic drugs,Non-selective beta-blockers should be used with caution when administered concomitantly with Albuterol Sulfate to avoid deleterious cardiovascular effects.,2.0164308547973637,-1,0
Does Lisdexamfetamine Dimesylate pass into breast milk?,The label does not provide information on this.,"According to the FDA-approved labeling and available literature, lisdexamfetamine dimesylate (Vyvanse) is excreted into breast milk. The manufacturer recommends that breastfeeding women avoid breastfeeding during treatment with Vyvanse, as the amount of dextroamphetamine (the active metabolite of lisdexamfetamine) in breast milk is not well-studied.",4.721493244171143,-1,0
What are possible symptoms of carbamazepine overdose?,"The provided section does not contain a specific list of overdose symptoms, but it does mention that 'signs and symptoms of toxicity' and 'central nervous system depression' can occur. The section also mentions that 'convulsions' and 'coma' are possible at higher doses.","Possible symptoms of carbamazepine overdose may include:

* Nausea and vomiting
* Dizziness or drowsiness
* Confusion or disorientation
* Slurred speech
* Loss of coordination
* Seizures or coma
* Respiratory depression
* Cardiac arrhythmias
* Hypotension
* Abnormal liver function tests (LFTs)",4.373687505722046,-1,0
What is the starting dose for hypertension in adults?,The starting dose for hypertension in adults is 10 mg once daily.,"The starting dose for hypertension in adults is typically a low dose of a diuretic, such as hydrochlorothiazide (HCTZ) 12.5-25 mg daily, or a calcium channel blocker, such as amlodipine 2.5-5 mg daily. However, the specific starting dose may vary depending on the individual patient's medical history, kidney function, and other medications they are taking.",4.893367767333984,-1,0
What is the strength of the Sevelamer Carbonate tablets available?,The strength of the Sevelamer Carbonate tablets available is 800 mg.,"According to the product label, the strength of Sevelamer Carbonate tablets is 800 mg per tablet.",1.5429341793060305,-1,0
What percentage of pediatric patients treated with fluconazole in clinical trials experienced any treatment-related side effect?,13%,"According to the manufacturer's labeling and clinical trial data, approximately 10-20% of pediatric patients treated with fluconazole in clinical trials experienced any treatment-related side effect.",2.1125736236572266,-1,0
Can patients with Parkinson's Disease or Dementia with Lewy Bodies experience increased sensitivity to lurasidone hydrochloride?,Yes,"Yes, patients with Parkinson's disease or Dementia with Lewy Bodies (DLB) may experience increased sensitivity to lurasidone hydrochloride, a medication commonly used to treat schizophrenia and bipolar disorder. This is because lurasidone can exacerbate parkinsonian symptoms, such as rigidity, bradykinesia, and gait disturbances, in patients with Parkinson's disease, and may also worsen cognitive impairment and motor symptoms in patients with DLB.",5.678405046463013,-1,0
What population should be closely monitored during treatment with Tretinoin?,"The effectiveness and safety of Tretinoin during long-term use, in patients with significant skin irritation, and in children have not been established.","Pregnant or breastfeeding women, as well as individuals with a history of kidney or liver disease, should be closely monitored during treatment with Tretinoin due to its potential risks and interactions.",2.333502769470215,-1,0
What is the primary route of elimination of codeine?,The elimination of codeine is primarily via the kidneys.,"The primary route of elimination of codeine is renal excretion, with approximately 60-70% of the dose excreted unchanged in the urine.",2.0920329093933105,-1,0
